practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,path,resp order,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,consent_0.started,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent_0.stopped,consent0_key_resp.keys,consent0_key_resp.rt,consent0_key_resp.duration,consent_1.started,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent_1.stopped,consent1_key_resp.keys,consent1_key_resp.rt,consent1_key_resp.duration,consent_2.started,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent_2.stopped,consent2_key_resp.keys,consent2_key_resp.rt,consent2_key_resp.duration,consent_3.started,agree_button.started,disagree_button.started,consent_image_3.started,consent_3.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,instructions_text4.started,handplacement_image.started,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,begin_exp_timer.started,text_countdown.started,begin_exp_timer.stopped,stim_resp_selector.started,node idx,stim,stim_resp_selector.stopped,stim_display.started,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,key_resp.keys,key_resp.rt,key_resp.duration,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,debriefing.started,graph.started,debrief_text.started,debriefing_title.started,demo_scr_adv.started,demo_scr_adv_keypress.started,debriefing.stopped,demo_scr_adv_keypress.keys,demo_scr_adv_keypress.rt,demo_scr_adv_keypress.duration,done.started,text_countdown_2.started,done.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,[ 7.  5.  7. ... 11. 12. 13.],"[('k', 'l'), ('space',), ('j', 'k'), ('h',), ('j',), ('k', 'space'), ('h', 'l'), ('l', 'space'), ('j', 'space'), ('h', 'k'), ('k',), ('j', 'l'), ('l',), ('h', 'j'), ('h', 'space')]",0.005961757939076051,0.02226385011454113,0.02226385011454113,9.055411055218428,return,9.025326378381578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,9.05543580657104,9.07162832870381,9.07162832870381,9.07162832870381,47.18591110216221,space,38.1103394588863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.185947625519475,47.20206378062721,47.20206378062721,47.20206378062721,57.78510656216531,space,10.570987660845276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.78513252089033,57.80127222000738,57.80127222000738,57.80127222000738,74.66715575760463,space,16.85089598421473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66718413110357,74.68334345018957,74.68334345018957,74.68334345018957,80.55001993692713,1,[5.8799999637994915],[5.880006000719732],0,,,80.55010898146429,80.61592345670215,80.61592345670215,80.61592345670215,80.61592345670215,80.61592345670215,80.61592345670215,90.4562276690558,18-20,2.9296013913990464,female,Right Handed,9.865684922988294,90.45626479611383,90.46550761873368,92.46535729948664,92.46535729948664,93.78241470060311,space,1.3059690927912015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.78244216859457,93.79858307508403,93.79858307508403,96.78170626834617,96.78170626834617,107.91462349705398,space,11.116739497054368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.91466273702099,107.93086642745766,107.93086642745766,110.91397181182401,110.91397181182401,143.06211143001565,k,32.13475184797426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0621443312266,143.0782689380285,143.0782689380285,146.0613525894878,146.0613525894878,153.14465058170026,space,7.0666502865205985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1446801626007,153.1608482352167,153.1608482352167,156.14393671619473,156.14393671619473,158.04428048848058,space,1.8959410483075771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
,,,,0,0,0,0,0,0,0,0,163.09344967277138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.04431188042508,158.07714818429668,163.06016965548042,163.06475952389883,7.0,"('l', 'space')",163.06520595395705,163.06522195180878,163.09344967277138,163.09344967277138,163.09344967277138,163.09344967277138,163.09344967277138,163.09344967277138,163.09344967277138,163.09344967277138,181.65952871594345,"['h', 'l', 'h', 'l', 'j', 'k', 'h', 'l', 'h', 'k', 'l', 'h', 'l', 'h', 'l', 'h', 'l', 'l']","[1.4254756110021845, 1.4734343933523633, 3.369460562156746, 3.393489003297873, 8.193528786592651, 8.209531447646441, 10.161533425358357, 10.561572786042234, 11.76054626860423, 11.90452192290104, 15.528595218347618, 16.752579650317784, 16.872633415128803, 17.64058698154986, 17.641580054507358, 18.120614594430663, 18.121590462134918, 18.552582910255296]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,3010,2023-11-07_13h15.49.394,eb_03,2023.2.3,59.99751893702394,2023-11-07 13h16.05.162454 -0500,
