practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,path,resp order,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,consent_0.started,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent_0.stopped,consent0_key_resp.keys,consent0_key_resp.rt,consent0_key_resp.duration,consent_1.started,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent_1.stopped,consent1_key_resp.keys,consent1_key_resp.rt,consent1_key_resp.duration,consent_2.started,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent_2.stopped,consent2_key_resp.keys,consent2_key_resp.rt,consent2_key_resp.duration,consent_3.started,agree_button.started,disagree_button.started,consent_image_3.started,consent_3.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,instructions_text4.started,handplacement_image.started,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,begin_exp_timer.started,text_countdown.started,begin_exp_timer.stopped,stim_resp_selector.started,node idx,stim,stim_resp_selector.stopped,stim_display.started,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,key_resp.keys,key_resp.rt,key_resp.duration,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,debriefing.started,graph.started,debrief_text.started,debriefing_title.started,demo_scr_adv.started,demo_scr_adv_keypress.started,debriefing.stopped,demo_scr_adv_keypress.keys,demo_scr_adv_keypress.rt,demo_scr_adv_keypress.duration,done.started,text_countdown_2.started,done.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,[12. 14. 12. ...  7.  8.  5.],"[('l', 'space'), ('l',), ('k', 'space'), ('space',), ('j', 'k'), ('h', 'j'), ('j',), ('h', 'k'), ('k',), ('h', 'l'), ('h', 'space'), ('h',), ('k', 'l'), ('j', 'space'), ('j', 'l')]",0.0026924498088192195,0.011002219165675342,0.011002219165675342,13.328803356998833,return,13.312743437301833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,13.328828410070855,13.336593350744806,13.336593350744806,13.336593350744806,42.22230670505087,space,28.88222826179117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22233175812289,42.230179404083174,42.230179404083174,42.230179404083174,54.19816309725866,space,11.963673358754022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.19818815033068,54.206004102685256,54.206004102685256,54.206004102685256,58.50681533900206,space,4.299864653090481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.50685940825497,58.52292808142374,58.52292808142374,58.52292808142374,63.54071364409174,1,[5.031113792821998],[5.031120433413889],0,,,63.540801480732625,63.58996102589299,63.58996102589299,63.58996102589299,63.58996102589299,63.58996102589299,63.58996102589299,75.57273598780739,18-20,3.2214047947491053,Female,Right Handed,12.000670697685564,75.57276436116081,75.58239107651752,77.57421200568206,77.57421200568206,80.68327282366226,space,3.105737513920758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.68329998961417,80.69105074362596,80.69105074362596,83.68293445635936,83.68293445635936,100.95128507129266,space,17.2600381289667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.95131495385431,100.95912969880737,100.95912969880737,103.95097869946039,103.95097869946039,119.62756265682401,k,15.672058106196346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62759435045882,119.64368475638912,119.64368475638912,122.62720738624921,122.62720738624921,128.73647255272954,space,6.1058573460322805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.73650334082777,128.74430208804552,128.74430208804552,131.73617704730714,131.73617704730714,137.02032165721175,space,5.275952257914469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,0,0,0,0,142.05348044412676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.02035123793758,137.03650714404648,142.02858373519848,142.03296168270754,12.0,"('k', 'l')",142.03334321369766,142.03335770222475,142.05348044412676,142.05348044412676,142.05348044412676,142.05348044412676,142.05348044412676,142.05348044412676,142.05348044412676,142.05348044412676,143.63761285954388,"['k', 'l']","[1.5186105027387384, 1.5196002497104928]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,1,0,1,0,143.65360003476962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.64082689600764,14.0,"('j', 'l')",143.64122714134282,143.64123951696092,143.65360003476962,143.65360003476962,143.65360003476962,143.65360003476962,143.65360003476962,143.65360003476962,143.65360003476962,143.65360003476962,145.89591266805655,"['j', 'l']","[2.182474445871776, 2.1984990497876424]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,2,0,2,0,145.9120646501833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.89820034484728,12.0,"('k', 'l')",145.898553502484,145.89856919838348,145.9120646501833,145.9120646501833,145.9120646501833,145.9120646501833,145.9120646501833,145.9120646501833,145.9120646501833,145.9120646501833,146.90437758530607,"['k', 'l']","[0.9400465081562288, 0.964037080964772]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,3,0,3,0,146.92050089227268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.9065683701192,10.0,"('h', 'space')",146.90698732979945,146.90699970541755,146.92050089227268,146.92050089227268,146.92050089227268,146.92050089227268,146.92050089227268,146.92050089227268,146.92050089227268,146.92050089227268,154.35559202503646,"['h', 'j', 'h', 'j', 'space', 'h']","[0.9076064121618401, 0.9087407424522098, 4.155620881356299, 4.171615300845588, 7.378621224255767, 7.402639264852041]","[None, None, None, None, None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,4,0,4,0,154.37098185071955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.35787849445478,14.0,"('j', 'l')",154.35831375370617,154.35832733669668,154.37098185071955,154.37098185071955,154.37098185071955,154.37098185071955,154.37098185071955,154.37098185071955,154.37098185071955,154.37098185071955,157.00504200463183,"['j', 'l']","[2.5601364094181918, 2.5611282692698296]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,5,0,5,0,157.0212075697782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.00732485193294,12.0,"('k', 'l')",157.00775950748357,157.0077721849375,157.0212075697782,157.0212075697782,157.0212075697782,157.0212075697782,157.0212075697782,157.0212075697782,157.0212075697782,157.0212075697782,157.88836143302615,"['k', 'l']","[0.8059268909564707, 0.821897162910318]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,6,0,6,0,157.904584348551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.89055825473042,14.0,"('j', 'l')",157.89094008755637,157.89095306687523,157.904584348551,157.904584348551,157.904584348551,157.904584348551,157.904584348551,157.904584348551,157.904584348551,157.904584348551,159.872324755328,"['j', 'j', 'l']","[1.3385308883152902, 1.9305287585011683, 1.9315157888631802]","[None, None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,7,0,7,0,159.88804359114147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.87457168317633,13.0,"('j', 'space')",159.87494446069468,159.87495743998443,159.88804359114147,159.88804359114147,159.88804359114147,159.88804359114147,159.88804359114147,159.88804359114147,159.88804359114147,159.88804359114147,161.99704071998713,"['j', 'space']","[2.0350748935888987, 2.0360516612417996]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,8,0,8,0,162.01317791178008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9992647076724,13.0,"('j', 'space')",161.99964291838114,161.9996558976709,162.01317791178008,162.01317791178008,162.01317791178008,162.01317791178008,162.01317791178008,162.01317791178008,162.01317791178008,162.01317791178008,164.42229294095887,"['j', 'space']","[2.3499617261695676, 2.405967398430221]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,9,0,9,0,164.4383136209217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.42452236183453,11.0,"('h',)",164.42487310472643,164.4248863858811,164.4383136209217,164.4383136209217,164.4383136209217,164.4383136209217,164.4383136209217,164.4383136209217,164.4383136209217,164.4383136209217,165.5638955764298,['h'],[1.0608436302281916],[None],,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,10,0,10,0,165.5801293583354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5661108106142,14.0,"('j', 'l')",165.56650049140444,165.56651316885836,165.5801293583354,165.5801293583354,165.5801293583354,165.5801293583354,165.5801293583354,165.5801293583354,165.5801293583354,165.5801293583354,167.69745798932854,"['j', 'l']","[2.0549969091371167, 2.079032758541871]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,11,0,11,0,167.71357193912263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.6997009931947,11.0,"('h',)",167.70011301044724,167.7001259897661,167.71357193912263,167.71357193912263,167.71357193912263,167.71357193912263,167.71357193912263,167.71357193912263,167.71357193912263,167.71357193912263,169.34757866663858,['h'],[1.5765911412308924],[None],,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,12,0,12,0,169.36371797134052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3497679422435,13.0,"('j', 'space')",169.35018841113197,169.3502010885859,169.36371797134052,169.36371797134052,169.36371797134052,169.36371797134052,169.36371797134052,169.36371797134052,169.36371797134052,169.36371797134052,170.6475779422035,"['j', 'space']","[1.222431668516947, 1.223417793342378]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,13,0,13,0,170.6637540718948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.64980947598815,14.0,"('j', 'l')",170.65018255534233,170.65019523279625,170.6637540718948,170.6637540718948,170.6637540718948,170.6637540718948,170.6637540718948,170.6637540718948,170.6637540718948,170.6637540718948,172.11439742249786,"['j', 'l']","[1.3784192905004602, 1.3794168854074087]","[None, None]",,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
,,,,0,0,0,0,14,0,14,0,172.13055121572688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.11660692165606,11.0,"('h',)",172.11704308644403,172.11705606576288,172.13055121572688,172.13055121572688,172.13055121572688,172.13055121572688,172.13055121572688,172.13055121572688,172.13055121572688,172.13055121572688,173.7144264599192,['h'],[1.5196259064250626],[None],,,,,,,,,,,,,,,,,,,,,3009,2010-05-15_03h37.27.644,eb_03,2023.2.3,119.99116263247103,2010-05-15 03h37.38.331749 -0400,
